,STATE.UT,DISTRICT,Year,Rape,Kidnapping.and.Abduction,Dowry.Deaths,Assault.on.women.with.intent.to.outrage.her.modesty,Insult.to.modesty.of.Women,Cruelty.by.Husband.or.his.Relatives,Importation.of.Girls,Total.Crimes.against.Women
191,GUJARAT,W.RLY AHMEDABAD,2013,0,5,0,2,0,5,0,12
192,GUJARAT,W.RLY VADODARA,2013,1,2,0,6,0,0,0,9
193,HARYANA,AMBALA RURAL,2013,17,58,3,32,0,79,0,189
194,HARYANA,AMBALA URBAN,2013,24,92,1,48,18,170,0,353
195,HARYANA,BHIWANI,2013,52,118,20,97,36,144,0,467
196,HARYANA,FARIDABAD,2013,65,115,22,90,56,255,0,603
197,HARYANA,FATEHABAD,2013,30,41,2,46,25,193,0,337
198,HARYANA,GRP,2013,2,7,3,18,51,0,0,81
199,HARYANA,GURGAON,2013,82,184,18,97,42,290,0,713
200,HARYANA,HISSAR,2013,61,97,17,118,31,319,0,643
201,HARYANA,I&P HARYANA,2013,0,0,0,0,0,0,0,0
202,HARYANA,JHAJJAR,2013,17,38,22,44,16,109,0,246
203,HARYANA,JIND,2013,38,73,9,69,34,121,0,344
204,HARYANA,KAITHAL,2013,26,72,4,39,11,146,0,298
205,HARYANA,KARNAL,2013,72,218,12,181,21,213,0,717
206,HARYANA,KURUKSHETRA,2013,25,56,8,70,26,137,0,322
207,HARYANA,MAHENDRAGARH,2013,28,53,9,81,48,84,0,303
208,HARYANA,MEWAT,2013,68,33,10,46,7,198,0,362
209,HARYANA,PALWAL,2013,51,49,12,77,23,192,0,404
210,HARYANA,PANCHKULA,2013,15,102,4,41,9,80,0,251
211,HARYANA,PANIPAT,2013,52,114,14,60,19,118,0,377
212,HARYANA,REWARI,2013,43,48,13,62,52,117,0,335
213,HARYANA,ROHTAK,2013,51,57,17,55,39,127,0,346
214,HARYANA,SIRSA,2013,64,113,5,58,13,187,2,442
215,HARYANA,SONIPAT,2013,50,57,27,71,48,167,0,420
216,HARYANA,YAMUNANAGAR,2013,38,162,11,60,18,171,0,460
217,HIMACHAL PRADESH,BADDIPOLICEDIST,2013,6,23,0,17,1,20,0,67
218,HIMACHAL PRADESH,BILASPUR,2013,13,43,0,32,23,32,0,143
219,HIMACHAL PRADESH,CHAMBA,2013,19,13,0,31,1,7,0,71
220,HIMACHAL PRADESH,CID,2013,1,0,0,0,0,0,0,1
221,HIMACHAL PRADESH,G.R.P.,2013,0,0,0,1,0,0,0,1
222,HIMACHAL PRADESH,HAMIRPUR,2013,12,11,0,31,20,23,0,97
223,HIMACHAL PRADESH,KANGRA,2013,33,53,0,100,31,53,0,270
224,HIMACHAL PRADESH,KINNAUR,2013,6,2,0,8,0,4,0,20
225,HIMACHAL PRADESH,KULLU,2013,29,26,0,44,2,30,0,131
226,HIMACHAL PRADESH,LAHAUL-SPITI,2013,1,0,0,0,1,0,0,2
227,HIMACHAL PRADESH,MANDI,2013,31,36,0,73,14,34,0,188
228,HIMACHAL PRADESH,SHIMLA,2013,32,40,0,63,11,29,0,175
229,HIMACHAL PRADESH,SIRMAUR,2013,25,11,0,40,4,23,0,103
230,HIMACHAL PRADESH,SOLAN,2013,17,14,0,19,1,16,0,67
231,HIMACHAL PRADESH,UNA,2013,25,18,0,34,2,57,0,136
232,JAMMU & KASHMIR,ANANTNAG,2013,19,88,0,129,26,4,0,266
233,JAMMU & KASHMIR,AWANTIPORA,2013,5,14,0,18,4,1,0,42
234,JAMMU & KASHMIR,BANDIPORA,2013,8,50,0,47,9,5,0,119
235,JAMMU & KASHMIR,BARAMULLA,2013,19,92,0,135,18,13,0,277
236,JAMMU & KASHMIR,BUDGAM,2013,11,61,0,26,13,2,0,113
237,JAMMU & KASHMIR,CRIME JAMMU,2013,0,0,0,0,0,0,0,0
238,JAMMU & KASHMIR,CRIME SRINAGAR,2013,0,0,0,0,0,0,0,0
239,JAMMU & KASHMIR,DODA,2013,29,36,0,41,9,41,0,156
240,JAMMU & KASHMIR,GANDERBAL,2013,5,28,0,64,4,5,0,106
241,JAMMU & KASHMIR,HANDWARA,2013,10,28,0,77,5,5,0,125
242,JAMMU & KASHMIR,JAMMU,2013,50,96,5,72,53,92,0,368
243,JAMMU & KASHMIR,KARGIL,2013,0,1,0,1,0,0,0,2
244,JAMMU & KASHMIR,KATHUA,2013,20,24,0,37,15,21,0,117
245,JAMMU & KASHMIR,KISHTWAR,2013,12,14,0,14,5,19,0,64
246,JAMMU & KASHMIR,KULGAM,2013,13,60,0,136,18,0,0,227
247,JAMMU & KASHMIR,KUPWARA,2013,19,51,0,47,14,10,0,141
248,JAMMU & KASHMIR,LEH,2013,2,0,0,2,1,0,0,5
249,JAMMU & KASHMIR,POONCH,2013,20,24,0,45,4,14,0,107
250,JAMMU & KASHMIR,PULWAMA,2013,10,28,0,19,9,3,0,69
251,JAMMU & KASHMIR,RAILWAYS JAMMU,2013,0,0,0,1,0,0,0,1
252,JAMMU & KASHMIR,RAILWAYS KASHMIR,2013,0,0,0,0,2,0,0,2
253,JAMMU & KASHMIR,RAILWAYS KATRA,2013,0,0,0,0,0,0,0,0
254,JAMMU & KASHMIR,RAJOURI,2013,30,58,1,46,16,57,0,208
255,JAMMU & KASHMIR,RAMBAN,2013,13,21,0,21,6,9,0,70
256,JAMMU & KASHMIR,REASI,2013,13,17,0,5,8,14,0,57
257,JAMMU & KASHMIR,SAMBA,2013,5,8,1,23,7,12,0,56
258,JAMMU & KASHMIR,SHOPIAN,2013,5,17,0,27,4,2,0,55
259,JAMMU & KASHMIR,SOPORE,2013,15,34,0,63,3,5,0,120
260,JAMMU & KASHMIR,SRINAGAR,2013,22,86,0,266,90,72,0,536
261,JAMMU & KASHMIR,UDHAMPUR,2013,23,13,0,27,11,22,0,96
262,JHARKHAND,BOKARO,2013,58,78,15,8,0,243,0,402
263,JHARKHAND,CHAIBASA,2013,77,27,0,36,0,55,0,195
264,JHARKHAND,CHATRA,2013,25,25,10,16,0,19,0,95
265,JHARKHAND,DEOGHAR,2013,61,5,24,65,0,252,0,407
266,JHARKHAND,DHANBAD,2013,65,144,37,6,0,89,0,341
267,JHARKHAND,DHANBAD RLY.,2013,0,5,0,11,0,0,0,16
268,JHARKHAND,DUMKA,2013,41,26,10,15,0,73,0,165
269,JHARKHAND,GARHWA,2013,53,28,30,33,0,125,0,269
270,JHARKHAND,GIRIDIH,2013,53,29,44,24,0,323,0,473
271,JHARKHAND,GODDA,2013,44,28,8,0,0,0,0,80
272,JHARKHAND,GUMLA,2013,59,34,1,15,0,17,0,126
273,JHARKHAND,HAZARIBAGH,2013,63,62,28,35,0,50,0,238
274,JHARKHAND,JAMSHEDPUR,2013,85,81,15,86,5,186,0,458
275,JHARKHAND,JAMSHEDPUR RLY.,2013,3,1,1,4,0,0,0,9
276,JHARKHAND,JAMTARA,2013,32,21,8,9,1,150,0,221
277,JHARKHAND,KHUNTI,2013,9,7,0,8,1,8,0,33
278,JHARKHAND,KODERMA,2013,23,25,6,17,0,48,0,119
279,JHARKHAND,LATEHAR,2013,27,10,5,19,0,16,0,77
280,JHARKHAND,LOHARDAGGA,2013,34,10,3,2,0,35,0,84
281,JHARKHAND,PAKUR,2013,48,26,2,10,0,147,0,233
282,JHARKHAND,PALAMU,2013,31,24,22,18,0,31,0,126
283,JHARKHAND,RAMGARH,2013,36,35,14,18,9,25,0,137
